"","x"
"1",0
"2",0
"3",0
"4",1
"5",1
"6",0
"7",1
"8",1
"9",1
"10",1
"11",0
"12",1
"13",1
"14",1
"15",1
"16",1
"17",0
"18",1
"19",0
"20",0
"21",0
"22",1
"23",0
"24",1
"25",1
"26",0
"27",0
"28",0
"29",0
"30",1
"31",1
"32",1
"33",1
"34",1
"35",0
"36",1
"37",0
"38",1
"39",0
"40",0
"41",0
"42",0
"43",0
"44",1
"45",0
"46",1
"47",1
"48",0
"49",1
"50",0
"51",0
"52",1
"53",0
"54",0
"55",0
"56",0
"57",1
"58",1
"59",0
"60",0
"61",1
"62",1
"63",1
"64",0
"65",0
"66",1
"67",1
"68",0
"69",0
"70",0
"71",1
"72",0
"73",1
"74",0
"75",0
"76",1
"77",1
"78",0
"79",0
"80",0
"81",1
"82",0
"83",1
"84",0
"85",1
"86",1
"87",1
"88",1
"89",1
"90",1
"91",1
"92",0
"93",1
"94",0
"95",0
"96",1
"97",0
"98",0
"99",0
"100",1
"101",1
"102",0
"103",1
"104",1
"105",1
"106",1
"107",1
"108",0
"109",0
"110",0
"111",1
"112",1
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",1
"120",0
"121",0
"122",1
"123",0
"124",1
"125",0
"126",1
"127",1
"128",1
"129",0
"130",0
"131",0
"132",1
"133",1
"134",0
"135",0
"136",1
"137",1
"138",0
"139",0
"140",0
"141",0
"142",0
"143",1
"144",1
"145",1
"146",1
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",1
"154",0
"155",0
"156",0
"157",0
"158",1
"159",1
"160",1
"161",1
"162",1
"163",0
"164",0
"165",1
"166",1
"167",0
"168",0
"169",1
"170",1
"171",0
"172",1
"173",0
"174",1
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
"181",0
"182",1
"183",1
"184",1
"185",1
"186",0
"187",1
"188",0
"189",1
"190",1
"191",0
"192",1
"193",1
"194",1
"195",0
"196",1
"197",1
"198",0
"199",1
"200",0
"201",1
"202",0
"203",0
"204",0
"205",1
"206",0
"207",1
"208",1
"209",1
"210",0
"211",0
"212",1
"213",0
"214",0
"215",0
"216",0
"217",0
"218",0
"219",1
"220",0
"221",0
"222",1
"223",1
"224",0
